person_id,role_type,contest,first_name,last_name,full_name,nickname,abbreviation,coalition,state,area,membership_type,start_date,end_date,is_substitute,is_titular,date_birth,gender,dead_or_alive,last_degree_of_studies,profession_1,profession_2,profession_3,profession_4,profession_5,profession_6,Website,URL_FB_page,URL_FB_profile,URL_IG,URL_TW,URL_others,URL_photo,source_of_truth
,executiveCouncil,Alcaldia de VENUSTIANO CARRANZA,Mariana,Mateos Ortega,Mariana Mateos Ortega,,FxM,,Ciudad de México,Venustiano Carranza,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Master Degree,abogada,Law,,,,,,https://www.facebook.com/marianamateosortega,https://www.facebook.com/mariana.mateos.39,https://www.instagram.com/mariana_mateos_,https://www.twitter.com/Mariana_Mateos_,,https://scontent-qro1-1.xx.fbcdn.net/v/t1.6435-9/195919614_208152427792949_288617246728873982_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeE0eayDQPMsCgXLUe7eS1F73KawTVyZEYbcprBNXJkRhsdj9SZp6KyE8rKdNoZWfRPn6lqycKxTtJcky9cDiGOJ&_nc_ohc=ceGZFcdaJZgAX_qIb1n&_nc_ht=scontent-qro1-1.xx&oh=00_AT_K6xt0FRAEGCqEOzVZtBIT8Ckbll4VsHbrbNoiqTQXCA&oe=6261EB09,
,executiveCouncil,Alcaldia de VENUSTIANO CARRANZA,Manuel,Leal Navarro,Manuel Leal Navarro “El Tinieblas”,El Tinieblas,RSP,,Ciudad de México,Venustiano Carranza,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1939-06-08,M,Vivo,,"luchador, editor, actor",Music and performing arts,Literature,Sports,,,,https://www.facebook.com/Tinieblasoficial,,https://www.instagram.com/tinieblasyalushe,https://www.twitter.com/tinieblasalushe,capitantinieblas@hotmail.com,https://scontent.fmex1-1.fna.fbcdn.net/v/t31.18172-8/10431390_770704479645595_2380016584497899080_o.jpg?_nc_cat=103&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeH03XJjpMTNy9zqDNnKYaui5FGfmdmEl6DkUZ-Z2YSXoEF_cUPkVYe_O9LPlScBEbkxs9xN3cVMDa__s7_kHfn_&_nc_ohc=iMIMM7KZWNEAX_U_5VE&_nc_ht=scontent.fmex1-1.fna&oh=00_AT8-61KFL2F2mwn9TgBwDip2n7sEg2wcTpUlKBI9Tta1dA&oe=62621039,
,executiveCouncil,Alcaldia de VENUSTIANO CARRANZA,José Antonio,García Cruz,José Antonio García Cruz,,PELG,,Ciudad de México,Venustiano Carranza,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,perito,Criminology,,,,,,,https://www.facebook.com/profile.php?id=100009647431748,,,,https://scontent.fmex1-1.fna.fbcdn.net/v/t31.18172-8/1913240_103159393348975_224063566243741509_o.jpg?_nc_cat=102&ccb=1-5&_nc_sid=174925&_nc_eui2=AeFywuDvn5bAQLv6RBhHBzaHDwncd5lggBUPCdx3mWCAFV_IKO1bO121uM065JL4NlSUf9w7nh_gIXkpGvmLWNAr&_nc_ohc=RRmmk17z7WwAX9FuVUp&_nc_ht=scontent.fmex1-1.fna&oh=00_AT-dMghOsY9OZeJF46OiVfn2Ooa4NCfY4Ws6keiMWguziA&oe=6260A540,
,executiveCouncil,Alcaldia de VENUSTIANO CARRANZA,Rocío,Barrera Badillo,Rocío Barrera Badillo,,PRD,Va por México,Ciudad de México,Venustiano Carranza,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1976-10-01,F,Vivo,Bachelor´s Degree,,,Political Sciences,,,,,https://www.facebook.com/rociobarrerab,,https://www.instagram.com/rociobarrerabadillo,https://www.twitter.com/Rocio_BarreraB,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9222987.jpg,
,executiveCouncil,Alcaldia de XOCHIMILCO,María De Los Ángeles,De Lucio Arraiga,María De Los Ángeles De Lucio Arraiga,,PESol,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,teologa,"Humanities, multidisciplinary or general programs",,,,,,,,,,,,
,executiveCouncil,Alcaldia de XOCHIMILCO,Sergio,Flores Ríos,Sergio Flores Ríos,,MC,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Master Degree,"político, cientifico penal, funcionario público",Political Sciences,Law,Public administration,,,,https://www.facebook.com/sergiofloresxochimilco,,https://www.instagram.com/sergio_flores_xochimilco,https://www.twitter.com/sergio_flores_r,sergioflores25@hotmail.com,https://scontent.fmex1-1.fna.fbcdn.net/v/t1.18169-9/15400290_915455585223383_4931069117876338932_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=174925&_nc_eui2=AeH1MSIuF9gxb_ZS-xo4iNjcYT4RuE1k4d5hPhG4TWTh3u7SlJ7Cj4Orc26k3fjk6ITLD1-PPOfGY8qrYtOA39B2&_nc_ohc=12HO4pCAHrAAX8_y6KK&_nc_ht=scontent.fmex1-1.fna&oh=00_AT_tywGSm5FXxiePuuW8pXYdnA96boinJQ8PJc8G30d9jA&oe=62602179,
,executiveCouncil,Alcaldia de XOCHIMILCO,Miguel Ángel,Camara Arango,Miguel Ángel Camara Arango,,PVEM,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1956-10-15,M,Vivo,Bachelor´s Degree,"ingeniero,jefe delegacional","Mechanical engineering, electronics and technology, multidisciplinary or general programs",Political Sciences,,,,https://www.ingecamara.com,https://www.facebook.com/julio.cisnerossoto,https://www.facebook.com/miguel.camaraarango,https://www.instagram.com/ingecamara,,https://www.linkedin.com/in/miguel-angel-c%C3%A1mara-arango-549b83b9,https://scontent.fmex1-1.fna.fbcdn.net/v/t1.6435-9/177713392_3841685325927766_8544338965189201436_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=174925&_nc_eui2=AeFo_LqDRJjUzQP7rzm8xIUybWEN2zVqT3ttYQ3bNWpPe7WKrMF_AZJ7JRRz_ijmqvweA9EZshkzNs0DKv86eMvF&_nc_ohc=MJfFB1dHrmAAX8xOiiX&_nc_ht=scontent.fmex1-1.fna&oh=00_AT8A9DbhgMvnYByUsriSrw51OB9GGUUCCmzur95ED8hMBg&oe=6261A67D,
238,executiveCouncil,Alcaldia de XOCHIMILCO,José Carlos,Acosta Ruiz,José Carlos Acosta Ruiz,,Morena,Juntos hacemos historia Ciudad de México,Ciudad de México,Xochimilco,officeholder,2021-10-01,2024-09-30,No,TRUE,1978-03-26,M,Vivo,Bachelor´s Degree,"administrador,alcalde,funcionario público",Public administration,Political Sciences,,,,,https://www.facebook.com/JoseCarlosxoch,https://www.facebook.com/josecarlos.acostaruiz.169,https://www.instagram.com/acostaruiz_jc,https://www.twitter.com/JoseCarlosXoch,http://www.xochimilco.cdmx.gob.mx/jose-carlos-acosta-primer-alcalde-de-xochimilco,http://www.xochimilco.cdmx.gob.mx/wp-content/uploads/2019/10/DirectorioAlcald%C3%83%C2%ADa-731x1024.jpg,
,executiveCouncil,Alcaldia de XOCHIMILCO,Alejandra Adriana,Miranda Vega,Alejandra Adriana Miranda Vega,,FxM,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,,,,,,,,,https://www.facebook.com/AlejandraMirandaXochimilco,,https://www.instagram.com/alemiranda.xochimilco,https://www.twitter.com/AleMiranda_Xoch,"https://www.tiktok.com/@alemirandaxochimilco,https://www.youtube.com/channel/UC7Eyo7ziKQ58vA1CzHEoekg",https://scontent-qro1-1.xx.fbcdn.net/v/t1.6435-9/168930671_106307724898967_2012715116609814075_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=174925&_nc_eui2=AeGCcLOYQkVPUEK-FN4gpTw1XCTPY4eo9NVcJM9jh6j01UxefrmHG8xXDd_dZPjxReuJ-ScMNGtLvqvFxZLfHBJk&_nc_ohc=SdbqKCxrjGYAX_p8gas&tn=LOUdjX976aVLlJn4&_nc_ht=scontent-qro1-1.xx&oh=00_AT8dBtlmueERRGDtdWVFRiZaZZyxCSug-h2v6Ea0Cmic_g&oe=6260DA16,
,executiveCouncil,Alcaldia de XOCHIMILCO,Nancy,Báez Aguilar,Nancy Báez Aguilar,,RSP,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,,,,,,,,,,https://www.facebook.com/nancy.baezaguilar,https://www.instagram.com/baeznancyaguilar,https://www.twitter.com/nancybaezz,"https://www.youtube.com/channel/UCGpPPAT3p7D1BViUze9_yrQ/about,https://www.facebook.com/Nancy-B%C3%A1ez-1416689695266079,https://twitter.com/nancybezaguila1?lang=es",https://scontent.fmex1-1.fna.fbcdn.net/v/t39.30808-6/274327214_5014926671903391_141080073825755612_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=174925&_nc_eui2=AeGag1z7mZ00tUu8bWV5HeWZ-fCOIcJew1_58I4hwl7DX68G52k8796U_4gzVvA--LVTcjXpIAiTcwsXDnHkySZR&_nc_ohc=wfppW8sTDoAAX902rxa&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex1-1.fna&oh=00_AT-6fw6pM9pCOpzcAkmBFVu09EnG0ckKdDX-bh7fmu8qkQ&oe=624150C1,
,executiveCouncil,Alcaldia de XOCHIMILCO,Miguel Ángel,Cruz Águila,Miguel Ángel Cruz Águila,,PELG,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,,,,,,,,,https://www.facebook.com/Miguel-Angel-Cruz-Aguila-100664532172115,https://www.facebook.com/miguelangel.cruzaguila.7,,,,,
,executiveCouncil,Alcaldia de XOCHIMILCO,Héctor Armando,Almazán Cravioto,Héctor Armando Almazán Cravioto,,C1,,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1977-02-19,M,Vivo,Bachelor´s Degree,abogado,Law,,,,,,https://www.facebook.com/hectoralmazan2021,,https://www.instagram.com/almazan2021,https://www.twitter.com/hectoralmazanc,"https://www.facebook.com/hector.almazancravioto,https://www.instagram.com/hector.almazan.cravioto,https://www.facebook.com/xochimilcodecision2021",https://scontent.fmex1-2.fna.fbcdn.net/v/t1.6435-9/201194517_2671350946491707_659081075502539654_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=174925&_nc_eui2=AeHXO4AgjkC2MYaQ1Z-88GP2DBEYTk-PwT4MERhOT4_BPrqDzYSEq77am5kG-OqfGEKDKN46cKGXh_9H6TQMCUJ_&_nc_ohc=pRor0rbXlrEAX8EkVfn&_nc_ht=scontent.fmex1-2.fna&oh=00_AT-2wJI_rLCP2ytQys0KtNCZ_JH9W91aAsdEvy5rQP4XHQ&oe=6261875E,
,executiveCouncil,Alcaldia de XOCHIMILCO,Gabriel,Del Monte Rosales,Gabriel Del Monte Rosales,,PRI,Va por México,Ciudad de México,Xochimilco,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1958-03-17,M,Vivo,,,,Political Sciences,,,,,https://www.facebook.com/reconstruyendoXochimilco,,https://www.instagram.com/gabrieldel_monte,https://www.twitter.com/reconstruyexoch,gabrieldelmonterx@gmail.com,https://scontent.fmex1-1.fna.fbcdn.net/v/t1.6435-9/198832297_2475357855928347_6648124461323755831_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=174925&_nc_eui2=AeGqp9ZWU6-EcPhHW00EXiC9GpvBDEUNIWEam8EMRQ0hYU8d34Liq1RxLUxPf8a5IxEEwtqXeedt9CAkCc00hVEV&_nc_ohc=HJ4mEgMBMwgAX866gwK&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex1-1.fna&oh=00_AT8HMoGgXhGICZKmdqgI0IXyhEIKfAr4e7sxIBu4YvEfiQ&oe=625FE81E,
244,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Monica,Becerra Moreno,Monica Becerra Moreno,Moni Becerra,PAN,,Aguascalientes,2,officeholder,2021-08-29,2024-08-28,No,TRUE,,F,Vivo,Bachelor´s Degree,"servidora pública, diputada local",Public administration,Political Sciences,,,,,https://www.facebook.com/MonicaBecerraAgs,https://www.facebook.com/monica.becerramoreno.3,https://www.instagram.com/agsmonibecerra,https://www.twitter.com/AgsMoniBecerra,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9227192.jpg,
245,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,Paulo Gonzalo,Martinez Lopez,Paulo Gonzalo Martinez Lopez,Paulo Martinez,PAN,,Aguascalientes,3,officeholder,2021-08-29,2024-08-28,No,TRUE,1976-12-13,M,Vivo,Bachelor´s Degree,"servidor público, presidente y secretario general del CDE del PAN",Public administration,Political Sciences,,,,,https://www.facebook.com/PauloMartinezAgs,https://www.facebook.com/paulo.martinezlopez,https://www.instagram.com/paulomartinez1,https://www.twitter.com/Paulomartinezl,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9227194.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Roberto,Lamas de Alba,Roberto Lamas De Alba,Tito,PRI,,Aguascalientes,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,"servidor público, delegado del PRI en Aguascalientes",Public administration,Political Sciences,,,,,https://www.facebook.com/TitoLamasA,https://www.facebook.com/roberto.lamasdealba,https://www.instagram.com/tito_lamas_pri,https://www.twitter.com/TitoLamasPRI,,https://candidaturas.ine.mx/img/fotocandidato/16320.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,Luis Francisco Gerardo,Ponce Moran,Luis Francisco Gerardo Ponce Moran,,PRI,,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,"microempresario,administrador de empresas, servidor público",Business administration and management,Public administration,,,,,https://www.facebook.com/LuisPonceCandidatoDtto3Fed,,https://www.instagram.com/luisponceags,,contacto@luisponce.org,https://candidaturas.ine.mx/img/fotocandidato/11416.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Luis Ernesto,Gutierrez Berdeja,Luis Ernesto Gutierrez Berdeja,,PRD,,Aguascalientes,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,"sociólogo, activista social, coordinador de agrupaciones estudiantiles, docente, servidor público",Sociology and Anthropology,Social work and care,Teacher training in higher education,Public administration,,,https://www.facebook.com/SOCLUISBERDEJA,https://www.facebook.com/luis.berdeja.9,https://www.instagram.com/luis_berdejags,https://www.twitter.com/LuisBerdeja88,Luisgtzberdeja@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/14159.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,Susan Any,Muñoz Rodriguez,Susan Any Muñoz Rodriguez,,PRD,,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,High School,"empresaria, activista social, servidora pública",Business administration and management,Social work and care,Public administration,,,,https://www.facebook.com/SusanActivista,,https://www.instagram.com/sus_anrodriguez,https://www.twitter.com/SusanRodAgs,prdagsestatal@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/13894.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Claudia Briseida,Chavez Ramirez,Claudia Briseida Chavez Ramirez,,PVEM,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,High School,"trabajadora en asociación de personas de la tercera edad, auxiliar en Desarrollo Social Municipal",Social work and care,Public administration,,,,,https://www.facebook.com/ClaudiaRamirezVerde,,,,ecocandidatodto1federal@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/8222.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Jose Amador,Hernandez Jimenez,Jose Amador Hernandez Jimenez,Amador,PT,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-04-22,No,TRUE,,M,Vivo,Bachelor´s Degree,"servidor público, gerente de producción, gerente de control de calidad, auxiliar administrativo, docente",,Public administration,Business administration and management,"Teacher training, multidisciplinary or general programs",,,,,https://www.instagram.com/ptamadorhernandez,,hamadorhernandez069@gmail.com,,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Norma Isabel,Zamora Rodriguez,Norma Isabel Zamora Rodriguez,Norma Zamora,MC,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"servidora pública, diputada, politóloga",,Public administration,Political Sciences,"Social sciences and behavioral studies, multidisciplinary or general programs",,,https://www.facebook.com/Norma-Zamora-1882901592007641,,https://www.instagram.com/norma_zamora9,https://www.twitter.com/normazamorar9,norma.zamora@live.com,https://candidaturas.ine.mx/img/fotocandidato/15676.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Paola Nadine,Cortes Calzada,Paola Nadine Cortes Calzada,,MC,,Aguascalientes,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Master Degree,"abogada, conferencista y columnista, consultora",Law,Communication and journalism,Business administration and management,,,,https://www.facebook.com/paolanadineOK,,https://www.instagram.com/paolanadine.ok,https://www.twitter.com/AbsolutNadinne,"info@paolanadine.com,https://www.linkedin.com/in/paola-nadine-cortes-calzada-14034993,https://www.youtube.com/channel/UCMTANNwSEmUyIBAbbgtNMfA",https://candidaturas.ine.mx/img/fotocandidato/16376.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,France Svetlana,Farias Carrillo,France Svetlana Farias Carrillo,,MC,,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"abogada, secretaria nacional de la Comisión de Jovenes Abogados de la FEMECA, miembro del Colegio de Abogados del Estado de Aguascalientes A.C.",Law,,,,,http://www.francefarias.com,https://www.facebook.com/fransvetlana,https://www.facebook.com/francesve,https://www.instagram.com/francefariasc,https://www.twitter.com/fransvetlana,https://www.linkedin.com/in/france-svetlana-far%C3%ADas-carrillo-752734135,https://candidaturas.ine.mx/img/fotocandidato/19054.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Rafael,Calderon Zamarripa,Rafael Calderon Zamarripa,Rafa Calderon,Morena,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,"ingeniero civil, servidor público, titular de la CONAGUA en Aguascalientes",Public administration,"Teacher training in basic education, secondary level",,,,https://www.rafacalderon.org,https://www.facebook.com/rafacalderonz,,https://www.instagram.com/rafacalderonz,https://www.twitter.com/RAFACAL72916575,rafacalderon4t@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/11486.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Martha Esperanza,Campos Zambrano,Martha Esperanza Campos Zambrano,,PESol,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"abogada, presidenta de la Asoción de Mujeres Abogadas en Aguascalienes, profesora de ingles, docente en la UNEA",Law,,"Teacher training, multidisciplinary or general programs",,,,https://www.facebook.com/MarthaCamposCandidataDiputadaFederal,,,,camposz1@hotmail.com,https://candidaturas.ine.mx/img/fotocandidato/11486.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Veronica Damaris,Diaz Ramirez,Veronica Damaris Diaz Ramirez,Virus,PESol,,Aguascalientes,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,High School,profesora de música,Music and performing arts,,,,,,,https://www.facebook.com/cuervo.ramirez.752,,,veronicarzz099@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/8170.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,David,Perez Calleja,David Perez Calleja,,PESol,,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,University 1st Professional Degree,"abogado, servidor público, columnista y articulista",Law,Public administration,Communication and journalism,,,,https://www.facebook.com/davichoperezcalleja,https://www.facebook.com/perez.calleja.david,https://www.instagram.com/davidperezcalleja.pes,https://www.twitter.com/davidperezcall1,"davidperezcalleja@gmail.com,https://www.linkedin.com/in/david-perez-calleja-a4bba395",https://candidaturas.ine.mx/img/fotocandidato/8090.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Jorge Emir,Cravioto Quezada,Jorge Emir Cravioto Quezada,,RSP,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,ingeniero industrial,"Industrial, mechanical and metallurgical engineering",,,,,,https://www.facebook.com/emircravioto2021,https://www.facebook.com/jorgeemir.craviotoquezada,,,,https://candidaturas.ine.mx/img/fotocandidato/16519.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Teodulo,Nuñez Leaños,Teodulo Nuñez Leaños,Teo Nuñez,RSP,,Aguascalientes,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,"luchador social, director de la Asociación de Barrios Unidos de Aguascalientes, director del periódico La Voz",Social work and care,Communication and journalism,,,,,,https://www.facebook.com/profile.php?id=100005248999053,,,,https://candidaturas.ine.mx/img/fotocandidato/16180.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,Ana Lilia,Muñoz Armenta,Ana Lilia Muñoz Armenta,,RSP,,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,PhD Degree,"abogada especialista en materia fiscal, especialista y asesora en matera contable, empresaria, secretaria general de la Unión de trabajadores de la Construcción y Conexos de Aguascalientes",Law,Accounting and auditing,Business administration and management,Public administration,,https://www.analiliamunoz.mx,https://www.facebook.com/Ana-Lilia-Mu%C3%B1oz-Armenta-178637497030424,,https://www.instagram.com/analiliamunoz.mx,https://www.twitter.com/AnaLiliaMunozA,"https://www.linkedin.com/in/ana-lilia-mu%C3%B1oz-armenta-aa79b3a0,https://www.youtube.com/channel/UCGL5t2P3DzykRQiKCQoMbhw",https://candidaturas.ine.mx/img/fotocandidato/8130.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Maria Cristina,Lopez Gonzalez,Maria Cristina Lopez Gonzalez,Cristina Lopez,FxM,,Aguascalientes,1,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,High School,presidenta municipal,Political Sciences,,,,,,,,,,,https://candidaturas.ine.mx/img/fotocandidato/18167.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Elvia Ruth,Pedroza Gonzalez,Elvia Ruth Pedroza Gonzalez,,FxM,,Aguascalientes,2,campaigning_politician,2021-04-04,2021-04-22,No,TRUE,,F,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,Maria Fernanda,Campos Atristain,Maria Fernanda Campos Atristain,Mena Campos,FxM,,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"directora de planeación estratégica, subdirectora de compras",Business administration and management,,,,,,,https://www.facebook.com/Maria-Fernanda-Campos-Atristain-697993700567473,,,,https://candidaturas.ine.mx/img/fotocandidato/19822.jpg,
265,legislatorLowerBody,Diputación del Distrito Federal 1 de AGUASCALIENTES,Noel,Mata Atilano,Noel Mata Atilano,Arqui Noel,PAN,Va por México,Aguascalientes,1,officeholder,2021-08-29,2024-08-28,No,TRUE,,M,Vivo,Master Degree,"arquitecto, director de Desarrollo Urbano y Obras Públicas en el Ayuntamiento de Jesús María, secretario de Sedatum en el Ayuntamiento de Jesús María, docente, presidente municipal",Architecture and urbanism,Public administration,Political Sciences,,,,https://www.facebook.com/ArquiNOEL,https://www.facebook.com/noel.mataatilano,https://www.instagram.com/arqnoel,https://www.twitter.com/arqnoelmata,arqnoelmata@gmail.com,http://sil.gobernacion.gob.mx/Archivos/Fotos/9227190.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de AGUASCALIENTES,Elba Lorena,Torres Diaz,Elba Lorena Torres Diaz,,PT,Juntos hacemos historia,Aguascalientes,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1977-03-15,F,Vivo,Bachelor´s Degree,"médico cirujano, diputada federal",Medicine,Political Sciences,,,,,https://www.facebook.com/elbalorenatorresdiaz,https://www.facebook.com/profile.php?id=100009557557876,https://www.instagram.com/draelbatorres,https://www.twitter.com/DraElbaTorres,elbalore1977@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/13147.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de AGUASCALIENTES,Aida Karina,Banda Iglesias,Aida Karina Banda Iglesias,,PVEM,Juntos hacemos historia,Aguascalientes,3,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"consultora externa ámbito juridico-administrativo, gerente jurídico-administrativo, asistente del director de finanzas del GRUPO PALMEXICO, diputada local",Business administration and management,Political Sciences,,,,,https://www.facebook.com/Karina-Banda-Iglesias-105582001638659,,https://www.instagram.com/karina.banda.ags,,,https://candidaturas.ine.mx/img/fotocandidato/14419.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de BAJA CALIFORNIA,Maria Teresa,Babun Villarreal,Maria Teresa Babun Villarreal,Tere Babun,PAN,,Baja California,2,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"empresaria, servidora pública, directora nacional de Toastmasters Internacional",Business administration and management,Public administration,,,,https://www.terebabun.com,https://www.facebook.com/TereBabunBC02,https://www.facebook.com/mariateresa.babunvillarreal,https://www.instagram.com/tere_babun,https://www.twitter.com/terebabunBC02,tere@babun.com,https://candidaturas.ine.mx/img/fotocandidato/7338.jpg,
